Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
G2655,G,2655,καταναρκάω,verb,v.,katanarkao (kat-an-ar-kah'-o),"1. to grow utterly torpid 2. (by implication) slothful 3. (figuratively) expensive [from G2596 and narkao ""to be numb""] KJV: be burdensome (chargeable) Root(s): G2596"
G2656,G,2656,κατανεύω,verb,v.,kataneuo (kat-an-yoo'-o),"1. to nod down (towards) 2. (by analogy) to make signs to [from G2596 and G3506] KJV: beckon Root(s): G2596, G3506"
G2657,G,2657,κατανοέω,verb,v.,katanoeo (kat-an-o-eh'-o),"1. to observe fully [from G2596 and G3539] KJV: behold, consider, discover, perceive Root(s): G2596, G3539"
G2658,G,2658,καταντάω,verb,v.,katantao (kat-an-tah'-o),"1. to meet against, i.e. arrive at {literally or figuratively} [from G2596 and a derivative of G473] KJV: attain, come Root(s): G2596, G473"
G2659,G,2659,κατάνυξις,noun,n.,katanuxis (kat-an'-oox-is),"1. a prickling (sensation, as of the limbs asleep) 2. (by implication) stupor (lethargy) {(stupor, perhaps by some confusion with G3506 or even with G3571)} [from G2660] KJV: slumber Root(s): G2660 See also: G3506, G3571"
G2660,G,2660,κατανύσσω,verb,v.,katanusso (kat-an-oos'-so),"1. to pierce thoroughly 2. (figuratively) to agitate violently (""sting to the quick"") [from G2596 and G3572] KJV: prick Root(s): G2596, G3572"
G2661,G,2661,καταξιόω,verb,v.,kataxioo (kat-ax-ee-oh'-o),"1. to deem entirely deserving [from G2596 and G515] KJV: (ac-)count worthy Root(s): G2596, G515"
G2662,G,2662,καταπατέω,verb,v.,katapateo (kat-ap-at-eh'-o),"1. to trample down 2. (figuratively) to reject with disdain [from G2596 and G3961] KJV: trample, tread (down, underfoot) Root(s): G2596, G3961"
G2663,G,2663,κατάπαυσις,noun,n.,katapausis (kat-ap'-au-sis),"1. reposing down 2. (by Hebraism) abode [from G2664] KJV: rest Root(s): G2664"""
G2664,G,2664,καταπαύω,verb,v.,katapauo (kat-ap-au'-o),"1. to settle down 2. (literally) to colonize 3. (figuratively) to (cause to) desist [from G2596 and G3973] KJV: cease, (give) rest(-rain) Root(s): G2596, G3973"
G2665,G,2665,καταπέτασμα,noun,n.,katapetasma (kat-ap-et'-as-mah),"1. something spread thoroughly 2. (specially) the door screen (to the Most Holy Place) in the Jewish Temple [from a compound of G2596 and a congener of G4072] KJV: vail Root(s): G2596, G4072"
G2666,G,2666,καταπίνω,verb,v.,katapino (kat-ap-ee'-no),"1. to drink down, i.e. gulp entire {literally or figuratively} [from G2596 and G4095] KJV: devour, drown, swallow (up) Root(s): G2596, G4095"
G2667,G,2667,καταπίπτω,verb,v.,katapipto (kat-ap-ip'-to),"1. to fall down [from G2596 and G4098] KJV: fall (down) Root(s): G2596, G4098"
G2668,G,2668,καταπλέω,verb,v.,katapleo (kat-ap-leh'-o),"1. to sail down upon a place, i.e. to land at [from G2596 and G4126] KJV: arrive Root(s): G2596, G4126"
G2669,G,2669,καταπονέω,verb,v.,kataponeo (kat-ap-on-eh'-o),"1. to labor down, i.e. wear with toil 2. (figuratively) harass [from G2596 and a derivative of G4192] KJV: oppress, vex Root(s): G2596, G4192"
G2670,G,2670,καταποντίζω,verb,v.,katapontizo (kat-ap-on-tid'-zo),"1. to plunge down, i.e. submerge [from G2596 and a derivative of the same as G4195] KJV: drown, sink Root(s): G2596, G4195"
G2671,G,2671,κατάρα,noun,n.,katara (kat-ar'-ah),"1. a cursing (the act of) 2. a curse [from G2596 (intensive) and G685] KJV: curse(-d, ing) Root(s): G2596, G685"
G2672,G,2672,καταράομαι,verb,v.,kataraomai (kat-ar-ah'-om-ai),"1. to curse, to damn 2. (by analogy) to doom [middle voice from G2671] KJV: curse Root(s): G2671"
G2673,G,2673,καταργέω,verb,v.,katargeo (kat-arg-eh'-o),"1. to be (render) entirely idle (useless) {literally or figuratively} [from G2596 and G691] KJV: abolish, cease, cumber, deliver, destroy, do away, become (make) of no (none, without) effect, fail, loose, bring (come) to nought, put away (down), vanish away, make void Root(s): G2596, G691"
G2674,G,2674,καταριθμέω,verb,v.,katarithmeo (kat-ar-ith-meh'-o),"1. to reckon among [from G2596 and G705] KJV: number with Root(s): G2596, G705"
G2675,G,2675,καταρτίζω,verb,v.,katartizo (kat-ar-tid'-zo),"1. to complete thoroughly, i.e. repair or adjust {literally or figuratively} [from G2596 and a derivative of G739] KJV: fit, frame, mend, (make) perfect(-ly join together), prepare, restore Root(s): G2596, G739"
G2676,G,2676,κατάρτισις,noun,n.,katartisis (kat-ar'-tis-is),"1. thorough equipment (subjectively) [from G2675] KJV: perfection Root(s): G2675"""
G2677,G,2677,καταρτισμός,noun,n.,katartismos (kat-ar-tis-mos'),"1. complete furnishing (objectively) [from G2675] KJV: perfecting Root(s): G2675"""
G2678,G,2678,κατασείω,verb,v.,kataseio (kat-as-ei'-o),"1. to sway downward, i.e. make a signal [from G2596 and G4579] KJV: beckon Root(s): G2596, G4579"
G2679,G,2679,κατασκάπτω,verb,v.,kataskapto (kat-as-kap'-to),"1. to undermine 2. (by implication) destroy [from G2596 and G4626] KJV: dig down, ruin Root(s): G2596, G4626"
G2680,G,2680,κατασκευάζω,verb,v.,kataskeuazo (kat-ask-yoo-ad'-zo),"1. to prepare thoroughly 2. (by implication) to construct, create {(properly) by external equipment whereas G2090 refers rather to internal fitness} [from G2596 and a derivative of G4632] KJV: build, make, ordain, prepare Root(s): G2596, G4632 Compare: G2090"
G2681,G,2681,κατασκηνόω,verb,v.,kataskenoo (kat-as-kay-noh'-o),"1. to camp down, i.e. haunt 2. (figuratively) to remain [from G2596 and G4637] KJV: lodge, rest Root(s): G2596, G4637"
G2682,G,2682,κατασκήνωσις,noun,n.,kataskenosis (kat-as-kay'-no-sis),"1. an encamping 2. (figuratively) a perch [from G2681] KJV: nest Root(s): G2681"""
G2683,G,2683,κατασκιάζω,verb,v.,kataskiazo (kat-as-kee-ad'-zo),"1. to overshade, i.e. cover [from G2596 and a derivative of G4639] KJV: shadow Root(s): G2596, G4639"
G2684,G,2684,κατασκοπέω,verb,v.,kataskopeo (kat-as-kop-eh'-o),"1. to be a sentinel, i.e. to inspect insidiously [from G2685] KJV: spy out Root(s): G2685"
G2685,G,2685,κατάσκοπος,noun,n.,kataskopos (kat-as'-kop-os),"1. a reconnoiterer [from G2596 (intensive) and G4649 (in the sense of a watcher)] KJV: spy Root(s): G2596, G4649"
G2686,G,2686,κατασοφίζομαι,verb,v.,katasophizomai (kat-as-of-id'-zom-ai),"1. to be crafty against, i.e. circumvent [middle voice from G2596 and G4679] KJV: deal subtilly with Root(s): G2596, G4679"
G2687,G,2687,καταστέλλω,verb,v.,katastello (kat-as-tel'-lo),"1. to put down, i.e. quell [from G2596 and G4724] KJV: appease, quiet Root(s): G2596, G4724"
G2688,G,2688,κατάστημα,noun,n.,katastema (kat-as'-tay-mah),"1. (properly) a position or condition 2. (subjectively) demeanor [from G2525] KJV: behaviour Root(s): G2525"""
G2689,G,2689,καταστολή,noun,n.,katastole (kat-as-tol-ay'),"1. a deposit 2. (specially) costume [from G2687] KJV: apparel Root(s): G2687"""
G2690,G,2690,καταστρέφω,verb,v.,katastrepho (kat-as-tref'-o),"1. to turn upside down, i.e. upset [from G2596 and G4762] KJV: overthrow Root(s): G2596, G4762"
G2691,G,2691,καταστρηνιάω,verb,v.,katastreniao (kat-as-tray-nee-ah'-o),"1. to become voluptuous against 2. to live luxuriously and pleasurably in opposition to (modesty, godliness, Christ) [from G2596 and G4763] KJV: begin to wax wanton against Root(s): G2596, G4763"
G2692,G,2692,καταστροφή,noun,n.,katastrophe (kat-as-trof-ay'),"1. an overturn (""catastrophe""), i.e. demolition 2. (figuratively) apostasy [from G2690] KJV: overthrow, subverting Root(s): G2690"
G2693,G,2693,καταστρώννυμι,verb,v.,katastronnumi (kat-as-trone'-noo-mee),"1. to strew down 2. (by implication) to prostrate (slay) [from G2596 and G4766] KJV: overthrow Root(s): G2596, G4766"
G2694,G,2694,κατασύρω,verb,v.,katasuro (kat-as-oo'-ro),"1. to drag down, i.e. arrest judicially [from G2596 and G4951] KJV: hale Root(s): G2596, G4951"
G2695,G,2695,κατασφάττω,verb,v.,katasphatto (kat-as-fat'-to),"1. to kill down, i.e. slaughter [from G2596 and G4969] KJV: slay Root(s): G2596, G4969"
G2696,G,2696,κατασφραγίζω,verb,v.,katasphragizo (kat-as-frag-id'-zo),"1. to seal closely [from G2596 and G4972] KJV: seal Root(s): G2596, G4972"
G2697,G,2697,κατάσχεσις,noun,n.,kataschesis (kat-as'-khes-is),"1. a holding down, i.e. occupancy [from G2722] KJV: possession Root(s): G2722"
G2698,G,2698,κατατίθημι,verb,v.,katatithemi (kat-at-ith'-ay-mee),"1. to place down, i.e. deposit {literally or figuratively} [from G2596 and G5087] KJV: do, lay, shew Root(s): G2596, G5087"
G2699,G,2699,κατατομή,noun,n.,katatome (kat-at-om-ay'),"1. a cutting down (off) 2. (ironically) mutilation [from a compound of G2596 and temno ""to cut""] KJV: concision Root(s): G2596 Compare: G609"
G2700,G,2700,κατατοξεύω,verb,v.,katatoxeuo (kat-at-ox-yoo'-o),"1. to shoot down with an arrow or other missile [from G2596 and a derivative of G5115] KJV: thrust through Root(s): G2596, G5115"
G2701,G,2701,κατατρέχω,verb,v.,katatrecho (kat-at-rekh'-o),"1. to run down, i.e. hasten from a tower [from G2596 and G5143] KJV: run down Root(s): G2596, G5143"
G2702,G,2702,καταφέρω,verb,v.,kataphero (kat-af-er'-o),"1. to bear down 2. (figuratively) overcome (with drowsiness) 3. (specially) to cast a vote [from G2596 and G5342 (including its alternate)] KJV: fall, give, sink down Root(s): G2596, G5342"
G2703,G,2703,καταφεύγω,verb,v.,katapheugo (kat-af-yoo'-go),"1. to flee down (away) [from G2596 and G5343] KJV: flee Root(s): G2596, G5343"
G2704,G,2704,καταφθείρω,verb,v.,kataphtheiro (kat-af-thei'-ro),"1. to spoil entirely 2. (literally) to destroy 3. (figuratively) to deprave [from G2596 and G5351] KJV: corrupt, utterly perish Root(s): G2596, G5351"
G2705,G,2705,καταφιλέω,verb,v.,kataphileo (kat-af-ee-leh'-o),"1. to kiss earnestly [from G2596 and G5368] KJV: kiss Root(s): G2596, G5368"
G2706,G,2706,καταφρονέω,verb,v.,kataphroneo (kat-af-ron-eh'-o),"1. to think against, i.e. disesteem [from G2596 and G5426] KJV: despise Root(s): G2596, G5426"
G2707,G,2707,καταφροντής,noun,n.,kataphrontes (kat-af-ron-tace'),"1. a contemner [from G2706] KJV: despiser Root(s): G2706"""
G2708,G,2708,καταχέω,verb,v.,katacheo (kat-akh-eh'-o),"1. to pour down (out) [from G2596 and cheo ""to pour""] KJV: pour Root(s): G2596"
G2709,G,2709,καταχθόνιος,adjective,adj.,katachthonios (kat-akh-thon'-ee-os),"1. subterranean, i.e. infernal (belonging to the world of departed spirits) [from G2596 and chthon (the ground)] KJV: under the earth Root(s): G2596"
G2710,G,2710,καταχράομαι,verb,v.,katachraomai (kat-akh-rah'-om-ai),"1. to overuse, i.e. misuse [from G2596 and G5530] KJV: abuse Root(s): G2596, G5530"
G2711,G,2711,καταψύχω,verb,v.,katapsucho (kat-ap-soo'-kho),"1. to cool down (off), i.e. refresh [from G2596 and G5594] KJV: cool Root(s): G2596, G5594"
G2712,G,2712,κατείδωλος,adjective,adj.,kateidolos (kat-ei'-do-los),"1. utterly idolatrous [from G2596 (intensively) and G1497] KJV: wholly given to idolatry Root(s): G2596, G1497"
G2713,G,2713,κατέναντι,adverb,adv.,katenanti (kat-en'-an-tee),"1. directly opposite [from G2596 and G1725] KJV: before, over against Root(s): G2596, G1725"
G2714,G,2714,κατενώπιον,preposition,prep.,katenopion (kat-en-o'-pee-on),"1. directly in front of [from G2596 and G1799] KJV: before (the presence of), in the sight of Root(s): G2596, G1799"
G2715,G,2715,κατεξουσιάζω,verb,v.,katexousiazo (kat-ex-ou-see-ad'-zo),"1. to have (wield) full privilege over [from G2596 and G1850] KJV: exercise authority Root(s): G2596, G1850"
G2716,G,2716,κατεργάζομαι,verb,v.,katergazomai (kat-er-gad'-zom-ai),"1. to work fully, i.e. accomplish 2. (by implication) to finish, fashion [from G2596 and G2038] KJV: cause, to (deed), perform, work (out) Root(s): G2596, G2038"
G2717,G,2717,not used,,,,
G2718,G,2718,κατέρχομαι,verb,v.,katerchomai (kat-er'-khom-ai),"1. to come (or go) down {literally or figuratively} [from G2596 and G2064 (including its alternate)] KJV: come (down), depart, descend, go down, land Root(s): G2596, G2064"
G2719,G,2719,κατεσθίω,verb,v.,katesthio (kat-es-thee'-o),"1. to eat down, i.e. devour {literally or figuratively} [from G2596 and G2068 (including its alternate)] KJV: devour Root(s): G2596, G2068"
G2720,G,2720,κατευθύνω,verb,v.,kateuthuno (kat-yoo-thoo'-no),"1. to straighten fully 2. (figuratively) direct [from G2596 and G2116] KJV: guide, direct Root(s): G2596, G2116"
G2721,G,2721,κατεφίστημι,verb,v.,katephistemi (kat-ef-is'-tay-mee),"1. to stand over against, i.e. rush upon (assault) [from G2596 and G2186] KJV: make insurrection against Root(s): G2596, G2186"
G2722,G,2722,κατέχω,verb,v.,katecho (kat-ekh'-o),"1. to hold down (hold fast), in various applications {literally or figuratively} [from G2596 and G2192] KJV: have, hold (fast), keep (in memory), let, X make toward, possess, retain, seize on, stay, take, withhold Root(s): G2596, G2192"
G2723,G,2723,κατηγορέω,verb,v.,kategoreo (kat-ay-gor-eh'-o),"1. to be a plaintiff, i.e. to charge with some offence [from G2725] KJV: accuse, object Root(s): G2725"
G2724,G,2724,κατηγορία,noun,n.,kategoria (kat-ay-gor-ee'-ah),"1. a complaint (""category""), i.e. criminal charge [from G2725] KJV: accusation (X -ed) Root(s): G2725"
G2725,G,2725,κατήγορος,noun,n.,kategoros (kat-ay'-gor-os),"1. against one in the assembly, i.e. a complainant at law 2. (specially) Satan [from G2596 and G58] KJV: accuser Root(s): G2596, G58"
G2726,G,2726,κατήφεια,noun,n.,katepheia (kat-ay'-fei-ah),"1. demureness 2. (by implication) sadness [from a compound of G2596 and perhaps a derivative of the base of G5316 (meaning downcast in look)] KJV: heaviness Root(s): G2596, G5316"
G2727,G,2727,κατηχέω,verb,v.,katecheo (kat-ay-kheh'-o),"1. to sound down into the ears 2. (by implication) to indoctrinate (""catechize"") or (genitive case) to apprise of [from G2596 and G2279] KJV: inform, instruct, teach Root(s): G2596, G2279"
G2728,G,2728,κατιόω,verb,v.,katioo (kat-ee-oh'-o),"1. to rust down, i.e. corrode [from G2596 and a derivative of G2447] KJV: canker Root(s): G2596, G2447"
G2729,G,2729,κατισχύω,verb,v.,katischuo (kat-is-khoo'-o),"1. to overpower [from G2596 and G2480] KJV: prevail (against) Root(s): G2596, G2480"
G2730,G,2730,κατοικέω,verb,v.,katoikeo (kat-oy-keh'-o),"1. to house permanently, i.e. reside {literally or figuratively} [from G2596 and G3611] KJV: dwell(-er), inhabitant(-ter) Root(s): G2596, G3611"
G2731,G,2731,κατοίκησις,noun,n.,katoikesis (kat-oy'-kay-sis),"1. residence 2. (properly) the act 3. (by implication, concretely) the mansion [from G2730] KJV: dwelling Root(s): G2730"
G2732,G,2732,κατοικητήριον,noun,n.,katoiketerion (kat-oy-kay-tay'-ree-on),"1. a dwelling-place [from a derivative of G2730] KJV: habitation Root(s): G2730"""
G2733,G,2733,κατοικία,noun,n.,katoikia (kat-oy-kee'-ah),"1. residence 2. (properly) the condition 3. (by implication) the abode itself [from ???] KJV: habitation"""
G2734,G,2734,κατοπτρίζομαι,verb,v.,katoptrizomai (kat-op-trid'-zom-ai),"1. to mirror oneself, i.e. to see reflected (figuratively) [middle voice from a compound of G2596 and a derivative of G3700] KJV: behold as in a glass Root(s): G2596, G3700 Compare: G2072"
G2735,G,2735,κατόρθωμα,noun,n.,katorthoma (kat-or'-tho-mah),"1. something made fully upright 2. (figuratively) rectification (specially, good public administration) [from a compound of G2596 and a derivative of G3717] KJV: very worthy deed Root(s): G2596, G3717 Compare: G1357"
G2736,G,2736,κάτω,adverb,adv.,kato (kat'-o) (also katotero kat-o-ter'-o),". 1. downwards [adverb from G2596] KJV: beneath, bottom, down, under Root(s): G2596"
G2737,G,2737,κατώτερος,adjective,adj.,katoteros (kat-o'-ter-os),"1. inferior (locally, of Hades) [comparative from G2736] KJV: lower Root(s): G2736"
G2738,G,2738,καῦμα,noun,n.,kauma (kau`-mah),"1. (properly) a burn (concretely), but used (abstractly) of a glow [from G2545] KJV: heat Root(s): G2545"
G2739,G,2739,καυματίζω,verb,v.,kaumatizo (kau-mat-id'-zo),"1. to burn [from G2738] KJV: scorch Root(s): G2738"""
G2740,G,2740,καῦσις,noun,n.,kausis (kau`-sis),"1. burning (the act) [from G2545] KJV: be burned Root(s): G2545"""
G2741,G,2741,καυσόω,verb,v.,kausoo (kau-soh'-o),"1. to set on fire [from G2740] KJV: fervent heat Root(s): G2740"""
G2742,G,2742,καύσων,noun,n.,kauson (kau'-sone),"1. a glare [from G2741] KJV: (burning) heat Root(s): G2741"""
G2743,G,2743,καυτηριάζω,verb,v.,kauteriazo (kau-tay-ree-ad'-zo),"1. to brand (""cauterize"") 2. (by implication) to render unsensitive (figuratively) [from a derivative of G2545] KJV: sear with a hot iron Root(s): G2545"
G2744,G,2744,καυχάομαι,verb,v.,kauchaomai (kau-khah'-om-ai),"1. to vaunt {in a good or a bad sense} [from some (obsolete) base akin to that of aucheo ""to boast"" and G2172] KJV: (make) boast, glory, joy, rejoice Root(s): G2172"
G2745,G,2745,καύχημα,noun,n.,kauchema (kau'-khay-mah),"1. a boast (properly, the object 2. (by implication) the act) in a good or a bad sense [from G2744] KJV: boasting, (whereof) to glory (of), glorying, rejoice(-ing) Root(s): G2744"
G2746,G,2746,καύχησις,noun,n.,kauchesis (kau'-khay-sis),"1. boasting (properly, the act 2. (by implication) the object), in a good or a bad sense [from G2744] KJV: boasting, whereof I may glory, glorying, rejoicing Root(s): G2744"
G2747,G,2747,Κεγχρεαί,name Location,n/l.,Kegchreai (keng-khreh-ai'),"1. Cenchreae, a port of Corinth [probably from kegchros (millet)] KJV: Cencrea"
G2748,G,2748,Κεδρών,name Person,n/p.,Kedron (ked-rone'),"1. Cedron (i.e. Kidron), a brook near Jerusalem [of Hebrew origin (H6939)] KJV: Cedron Root(s): H6939"
G2749,G,2749,κεῖμαι,verb,v.,keimai (kei`-mai),"1. to lie outstretched {literally or figuratively} [middle voice of a primary verb] KJV: be (appointed, laid up, made, set), lay, lie Compare: G5087, G2476"
G2750,G,2750,κειρία,noun,n.,keiria (kei-ree'-ah),"1. a swathe, i.e. winding-sheet [of uncertain affinity] KJV: graveclothes"
G2751,G,2751,κείρω,verb,v.,keiro (kei'-ro),1. to shear [a primary verb] KJV: shear(-er)
G2752,G,2752,κέλευμα,noun,n.,keleuma (kel'-yoo-mah),"1. a cry of incitement [from G2753] KJV: shout Root(s): G2753"""
G2753,G,2753,κελεύω,verb,v.,keleuo (kel-yoo'-o),"1. ""hail"", to incite by word, i.e. order [from a primary kello ""to urge on""] KJV: bid, (at, give) command(-ment)"
G2754,G,2754,κενοδοξία,noun,n.,kenodoxia (ken-od-ox-ee'-ah),"1. empty glorying, i.e. self-conceit [from G2755] KJV: vain-glory Root(s): G2755"
G2755,G,2755,κενόδοξος,adjective,adj.,kenodoxos (ken-od'-ox-os),"1. vainly glorifying, i.e. self-conceited [from G2756 and G1391] KJV: desirous of vain-glory Root(s): G2756, G1391"
G2756,G,2756,κενός,adjective,adj.,kenos (ken-os'),"1. empty {literally or figuratively} [apparently a primary word] KJV: empty, (in) vain"
G2757,G,2757,κενοφωνία,noun,n.,kenophonia (ken-of-o-nee'-ah),"1. empty sounding, i.e. fruitless discussion [from a presumed compound of G2756 and G5456] KJV: vain Root(s): G2756, G5456"
G2758,G,2758,κενόω,verb,v.,kenoo (ken-oh'-o),"1. to make empty 2. (figuratively) to abase, neutralize, falsify [from G2756] KJV: make (of none effect, of no reputation, void), be in vain Root(s): G2756"
G2759,G,2759,κέντρον,noun,n.,kentron (ken'-tron),"1. a sting (poisonous) 2. (actively) a goad 3. (by implication) a divine impulse [from kenteo ""to prick""] KJV: prick, sting"
G2760,G,2760,κεντυρίων,noun,n.,kenturion (ken-too-ree'-own),"1. a centurion, i.e. captain of one hundred soldiers [of Latin origin] KJV: centurion"
G2761,G,2761,κενῶς,adverb,adv.,kenos (ken-oce`),"1. vainly, i.e. to no purpose [adverb from G2756] KJV: in vain Root(s): G2756"
G2762,G,2762,κεραία,noun,n.,keraia (ker-ai'-ah),"1. something horn-like 2. (specially) the apex of a Hebrew letter 3. (figuratively) the least particle, i.e. accent or punctuation mark [feminine of a presumed derivative of the base of G2768] KJV: tittle Root(s): G2768"
G2763,G,2763,κεραμεύς,noun,n.,kerameus (ker-am-yooce'),"1. a potter [from G2766] KJV: potter Root(s): G2766"""
G2764,G,2764,κεραμικός,adjective,adj.,keramikos (ker-am-ik-os'),"1. made of clay, i.e. earthen [from G2766] KJV: of a potter Root(s): G2766"
G2765,G,2765,κεράμιον,noun,n.,keramion (ker-am'-ee-on),"1. an earthenware vessel, i.e. jar [neuter of a presumed derivative of G2766] KJV: pitcher Root(s): G2766 Compare: G30, G3582, G4632, G5473"
G2766,G,2766,κέραμος,noun,n.,keramos (ker'-am-os),"1. earthenware, i.e. a tile (by analogy, a thin roof or awning) [probably from the base of G2767 (through the idea of mixing clay and water)] KJV: tiling Root(s): G2767"
G2767,G,2767,κεράννυμι,verb,v.,kerannumi (ker-an'-noo-mee),"1. to mingle 2. (by implication) to pour out (for drinking) [prolonged form of a more primary kerao ker-ah'-o (which is used in certain tenses)] KJV: fill, pour out Compare: G3396"
G2768,G,2768,κέρας,noun,n.,keras (ker'-as),"1. a horn {literally or figuratively} [from a primary kar ""the hair of the head""] KJV: horn"
G2769,G,2769,κεράτιον,noun,n.,keration (ker-at'-ee-on),"1. something horned 2. (specially) the pod of the carob-tree [neuter of a presumed derivative of G2768] KJV: husk Root(s): G2768"""
G2770,G,2770,κερδαίνω,verb,v.,kerdaino (ker-dai'-no),"1. to gain {literally or figuratively} [from G2771] KJV: (get) gain, win Root(s): G2771"
G2771,G,2771,κέρδος,noun,n.,kerdos (ker'-dos),"1. gain (financial or genitive case) [of uncertain affinity] KJV: gain, lucre"
G2772,G,2772,κέρμα,noun,n.,kerma (ker'-mah),"1. a clipping (bit) 2. (specially) a coin [from G2751] KJV: money Root(s): G2751"""
G2773,G,2773,κερματιστής,noun,n.,kermatistes (ker-mat-is-tace'),"1. a handler of coins, i.e. money-broker [from a derivative of G2772] KJV: changer of money Root(s): G2772"
G2774,G,2774,κεφάλαιον,noun,n.,kephalaion (kef-al'-ai-on),"1. a principal thing, i.e. main point 2. (specially) an amount (of money) [neuter of a derivative of G2776] KJV: sum Root(s): G2776"
G2775,G,2775,κεφαλαιόω,verb,v.,kephalaioo (kef-al-ai-oh'-o),"1. (specially) to strike on the head [a derivative of G2776] KJV: wound in the head Root(s): G2776 See also: G2774"""
G2776,G,2776,κεφαλή,noun,n.,kephale (kef-al-ay'),"1. the head (as the part most readily taken hold of) {literally or figuratively} [from the primary kapto ""in the sense of seizing""] KJV: head"
G2777,G,2777,κεφαλίς,noun,n.,kephalis (kef-al-is'),"1. (properly) a knob 2. (by implication) a roll (by extension from the end of a stick on which the manuscript was rolled) [from G2776] KJV: volume Root(s): G2776"""
G2778,G,2778,κῆνσος,noun,n.,kensos (kayn`-sos),"1. (properly) an enrollment (""census"") 2. (by implication) a tax [of Latin origin] KJV: tribute"
G2779,G,2779,κῆπος,noun,n.,kepos (kay`-pos),"1. a garden [of uncertain affinity] KJV: garden"""
G2780,G,2780,κηπουρός,noun,n.,kepouros (kay-pou-ros'),"1. a garden-keeper, i.e. gardener [from G2779 and ouros (a warden)] KJV: gardener Root(s): G2779"
G2781,G,2781,κηρίον,noun,n.,kerion (kay-ree'-on),"1. a cell for honey 2. (collectively) the comb [diminutive from keos (wax)] KJV: (honey-)comb"""
G2782,G,2782,κήρυγμα,noun,n.,kerugma (kay'-roog-mah),"1. a proclamation (especially of the gospel) 2. (by implication) the gospel itself [from G2784] KJV: preaching Root(s): G2784"""
G2783,G,2783,κήρυξ,noun,n.,kerux (kay'-roox),"1. a herald, i.e. of divine truth (especially of the gospel) [from G2784] KJV: preacher Root(s): G2784"
G2784,G,2784,κηρύσσω,verb,v.,kerusso (kay-roos'-so),"1. to herald (as a public crier), especially divine truth (the gospel) [of uncertain affinity] KJV: preacher(-er), proclaim, publish"
G2785,G,2785,κήτος,noun,n.,ketos (kay'-tos),"1. a huge fish (as gaping for prey) [probably from the base of G5490] KJV: whale Root(s): G5490"""
G2786,G,2786,Κηφᾶς,name Person,n/p.,Kephas (kay-fas`),"1. the Rock 2. Cephas (i.e. Kepha), a surname of Peter [of Chaldee origin] KJV: Cephas Compare: H3710, G4074, G3037"
G2787,G,2787,κιβωτός,noun,n.,kibotos (kib-o-tos'),"1. a box, i.e. the sacred ark and that of Noah [of uncertain derivation] KJV: ark"
G2788,G,2788,κιθάρα,noun,n.,kithara (kith-ar'-ah),"1. a lyre [of uncertain affinity] KJV: harp"""
G2789,G,2789,κιθαρίζω,verb,v.,kitharizo (kith-ar-id'-zo),"1. to play on a lyre [from G2788] KJV: harp Root(s): G2788"""
G2790,G,2790,κιθαρῳδός,noun,n.,"kitharodos (kith-ar-o""-dos')","1. a lyre-singer(-player), i.e. harpist [from G2788 and a derivative of the same as G5603] KJV: harper Root(s): G2788, G5603"
G2791,G,2791,Κιλικία,name Location,n/l.,Kilikia (kil-ik-ee'-ah),"1. Cilicia, a region of Asia Minor [probably of foreign origin] KJV: Cilicia"
G2792,G,2792,κινάμωμον,noun,n.,kinamomon (kin-am'-o-mon),"1. cinnamon [of foreign origin] KJV: cinnamon Compare: H7076"""
G2793,G,2793,κινδυνεύω,verb,v.,kinduneuo (kin-doon-yoo'-o),"1. to undergo peril [from G2794] KJV: be in danger, be (stand) in jeopardy Root(s): G2794"
G2794,G,2794,κίνδυνος,noun,n.,kindunos (kin'-doo-nos),"1. danger [of uncertain derivation] KJV: peril"""
G2795,G,2795,κινέω,verb,v.,kineo (kin-eh'-o),"1. to stir (transitively) {literally or figuratively} [from kio (poetic for eimi, to go)] KJV: (re-)move(-r), way"
G2796,G,2796,κίνησις,noun,n.,kinesis (kin'-ay-sis),"1. a stirring [from G2795] KJV: moving Root(s): G2795"""
G2797,G,2797,Κίς,name Person,n/p.,Kis (kis'),"1. Cis (i.e. Kish), an Israelite [of Hebrew origin (H7027)] KJV: Cis Root(s): H7027"
G2798,G,2798,κλάδος,noun,n.,klados (klad'-os),"1. a twig or bough (as if broken off) [from G2806] KJV: branch Root(s): G2806"""
G2799,G,2799,κλαίω,verb,v.,klaio (klai'-o),"1. to sob, i.e. wail aloud {(whereas G1145 is rather to cry silently)} [of uncertain affinity] KJV: bewail, weep Compare: G1145"
G2800,G,2800,κλάσις,noun,n.,klasis (klas'-is),"1. fracture (the act) [from G2806] KJV: breaking Root(s): G2806"""
G2801,G,2801,κλάσμα,noun,n.,klasma (klas'-mah),"1. a piece (bit) [from G2806] KJV: broken, fragment Root(s): G2806"
G2802,G,2802,Κλαύδη,name Location,n/l.,Klaude (klau'-day),"1. Claude, an island near Crete [of uncertain derivation] KJV: Clauda"
G2803,G,2803,Κλαυδία,name Person,n/p.,Klaudia (klau-dee'-ah),"1. Claudia, a Christian woman [feminine of G2804] KJV: Claudia Root(s): G2804"
G2804,G,2804,Κλαύδιος,name Person,n/p.,Klaudios (klau'-dee-os),"1. Claudius, the name of two Romans [of Latin origin] KJV: Claudius"
